VERSION;TYPE;PEERS;ROUTES;BLOCKSIZE;TOTAL_ROUTES;TOTAL_PREFICES;RSS;SZ;VSZ;i;TIMEDIF;DATETIME
v2.0.8-161-ga788372e;single;56;10000;;17919;6345;10440;4175;16700;114;24.832875853;2021-12-06@15:13:17
v2.0.8-161-ga788372e;single;56;10000;;17919;6345;10672;4178;16712;114;24.838940159;2021-12-06@15:14:34
v2.0.8-161-ga788372e;single;56;10000;;17919;6345;10424;4191;16764;114;24.845332591;2021-12-06@15:15:51
v2.0.8-161-ga788372e;single;56;10000;;17919;6345;10536;4185;16740;114;24.842495171;2021-12-06@15:17:09
v2.0.8-161-ga788372e;single;56;10000;;17919;6345;10660;4192;16768;114;24.835230118;2021-12-06@15:18:21
v2.0.8-161-ga788372e;single;56;10000;;17919;6345;10452;4176;16704;114;24.824440064;2021-12-06@15:19:36
v2.0.8-161-ga788372e;mulimex;56;10000;;17919;6345;133784;973094;3892376;26;5.639381304;2021-12-06@15:20:34
v2.0.8-161-ga788372e;mulimex;56;10000;;17919;6345;134832;973308;3893232;27;5.856331757;2021-12-06@15:21:24
v2.0.8-161-ga788372e;mulimex;56;10000;;17919;6345;136404;973067;3892268;26;5.637067908;2021-12-06@15:22:18
v2.0.8-161-ga788372e;mulimex;56;10000;;17919;6345;133332;973120;3892480;27;5.855872096;2021-12-06@15:23:10
v2.0.8-161-ga788372e;mulimex;56;10000;;17919;6345;134404;973226;3892904;27;5.855301093;2021-12-06@15:24:02
v2.0.8-161-ga788372e;mulimex;56;10000;;17919;6345;137088;973290;3893160;27;5.860414051;2021-12-06@15:24:53
v2.0.8-161-ga788372e;mulimex;56;10000;;17919;6345;136044;973191;3892764;29;6.296841111;2021-12-06@15:25:48
v2.0.8-161-ga788372e;mulimex;56;10000;;17919;6345;134192;973279;3893116;27;5.865426200;2021-12-06@15:26:41
v2.0.8-161-ga788372e;multi;100;10000;;18563;6381;157228;1699840;6799360;47;10.243395607;2021-12-06@15:27:58
v2.0.8-161-ga788372e;multi;100;10000;;18563;6381;153884;1699446;6797784;47;10.260627518;2021-12-06@15:29:21
v2.0.8-161-ga788372e;multi;100;10000;;18563;6381;154424;1699521;6798084;47;10.232038900;2021-12-06@15:30:40
v2.0.8-161-ga788372e;multi;100;10000;;18563;6381;156488;1699984;6799936;46;10.006832801;2021-12-06@15:31:59
v2.0.8-161-ga788372e;multi;100;10000;;18563;6381;155764;1700064;6800256;47;10.238049395;2021-12-06@15:33:18
v2.0.8-161-ga788372e;multi;100;10000;;18563;6381;158156;1700036;6800144;48;10.447295937;2021-12-06@15:34:39
v2.0.8-161-ga788372e;multi;100;10000;;18563;6381;153812;1699510;6798040;47;10.240523586;2021-12-06@15:36:01
v2.0.8-161-ga788372e;multi;100;10000;;18563;6381;155628;1699815;6799260;46;10.007345700;2021-12-06@15:37:21
v2.0.8-161-ga788372e;imex;100;10000;;18563;6381;97528;28982;115928;192;41.865100099;2021-12-06@15:39:15
v2.0.8-161-ga788372e;imex;100;10000;;18563;6381;97660;28982;115928;196;42.765122043;2021-12-06@15:41:08
v2.0.8-161-ga788372e;imex;100;10000;;18563;6381;98328;29160;116640;196;42.776826745;2021-12-06@15:43:00
v2.0.8-161-ga788372e;imex;100;10000;;18563;6381;98092;29098;116392;193;42.113227186;2021-12-06@15:44:55
v2.0.8-161-ga788372e;imex;100;10000;;18563;6381;98024;29079;116316;191;41.670385310;2021-12-06@15:46:51
v2.0.8-161-ga788372e;imex;100;10000;;18563;6381;97596;28975;115900;194;42.347403585;2021-12-06@15:48:41
v2.0.8-161-ga788372e;imex;100;10000;;18563;6381;97940;29089;116356;193;42.124749758;2021-12-06@15:50:32
v2.0.8-161-ga788372e;imex;100;10000;;18563;6381;98340;29184;116736;194;42.340088089;2021-12-06@15:52:25
v2.0.8-161-ga788372e;single;100;10000;;18563;6381;12396;4685;18740;201;43.886697347;2021-12-06@15:54:18
v2.0.8-161-ga788372e;single;100;10000;;18563;6381;12416;4650;18600;204;44.557125113;2021-12-06@15:56:12
v2.0.8-161-ga788372e;single;100;10000;;18563;6381;12360;4669;18676;203;44.345104651;2021-12-06@15:58:07
v2.0.8-161-ga788372e;single;100;10000;;18563;6381;12288;4668;18672;202;44.111571144;2021-12-06@16:00:02
v2.0.8-161-ga788372e;single;100;10000;;18563;6381;12372;4679;18716;217;47.417960550;2021-12-06@16:02:00
v2.0.8-161-ga788372e;single;100;10000;;18563;6381;12424;4684;18736;204;44.541854720;2021-12-06@16:03:52
v2.0.8-161-ga788372e;single;100;10000;;18563;6381;12428;4681;18724;205;44.783031958;2021-12-06@16:05:47
v2.0.8-161-ga788372e;single;100;10000;;18563;6381;12372;4665;18660;204;44.552089966;2021-12-06@16:07:42
v2.0.8-161-ga788372e;mulimex;100;10000;;18563;6381;238176;1723216;6892864;49;10.710845221;2021-12-06@16:09:01
v2.0.8-161-ga788372e;mulimex;100;10000;;18563;6381;235456;1722775;6891100;50;10.916215590;2021-12-06@16:10:30
v2.0.8-161-ga788372e;mulimex;100;10000;;18563;6381;238756;1723260;6893040;50;10.921517102;2021-12-06@16:11:50
v2.0.8-161-ga788372e;mulimex;100;10000;;18563;6381;235632;1722288;6889152;51;11.104239267;2021-12-06@16:13:14
v2.0.8-161-ga788372e;mulimex;100;10000;;18563;6381;235808;1723028;6892112;50;10.924535204;2021-12-06@16:14:36
v2.0.8-161-ga788372e;mulimex;100;10000;;18563;6381;234916;1722808;6891232;50;10.932362482;2021-12-06@16:15:58
v2.0.8-161-ga788372e;mulimex;100;10000;;18563;6381;234384;1722756;6891024;49;10.673398292;2021-12-06@16:17:19
v2.0.8-161-ga788372e;mulimex;100;10000;;18563;6381;232416;1722182;6888728;49;10.756571900;2021-12-06@16:18:41
v2.0.8-161-ga788372e;multi;178;10000;;19033;6531;274016;2159350;8637400;86;18.810143685;2021-12-06@16:20:41
v2.0.8-161-ga788372e;multi;178;10000;;19033;6531;275624;2159202;8636808;85;18.604219427;2021-12-06@16:22:51
v2.0.8-161-ga788372e;multi;178;10000;;19033;6531;275532;2159255;8637020;85;18.592356953;2021-12-06@16:25:02
v2.0.8-161-ga788372e;multi;178;10000;;19033;6531;270780;2158573;8634292;86;18.833227881;2021-12-06@16:27:11
v2.0.8-161-ga788372e;multi;178;10000;;19033;6531;267068;2157881;8631524;84;18.480694418;2021-12-06@16:29:22
v2.0.8-161-ga788372e;multi;178;10000;;19033;6531;269316;2159098;8636392;86;18.836943286;2021-12-06@16:31:34
v2.0.8-161-ga788372e;multi;178;10000;;19033;6531;270220;2159439;8637756;85;18.572625658;2021-12-06@16:33:45
v2.0.8-161-ga788372e;multi;178;10000;;19033;6531;274572;2159315;8637260;86;18.796062554;2021-12-06@16:35:55
v2.0.8-161-ga788372e;imex;178;10000;;19033;6531;168512;49056;196224;372;81.435064869;2021-12-06@16:39:09
v2.0.8-161-ga788372e;imex;178;10000;;19033;6531;167024;48697;194788;368;80.558510744;2021-12-06@16:42:38
v2.0.8-161-ga788372e;imex;178;10000;;19033;6531;166748;48570;194280;368;80.585125026;2021-12-06@16:45:55
v2.0.8-161-ga788372e;imex;178;10000;;19033;6531;165476;48336;193344;374;81.875080009;2021-12-06@16:49:14
v2.0.8-161-ga788372e;imex;178;10000;;19033;6531;167888;48908;195632;383;83.810889861;2021-12-06@16:52:25
v2.0.8-161-ga788372e;imex;178;10000;;19033;6531;165844;48383;193532;372;81.602119381;2021-12-06@16:55:38
v2.0.8-161-ga788372e;imex;178;10000;;19033;6531;165848;48333;193332;362;79.242521109;2021-12-06@16:58:57
v2.0.8-161-ga788372e;imex;178;10000;;19033;6531;166668;48572;194288;374;81.881825688;2021-12-06@17:02:05
v2.0.8-161-ga788372e;single;178;10000;;19033;6531;15676;5487;21948;381;83.730208659;2021-12-06@17:05:13
v2.0.8-161-ga788372e;single;178;10000;;19033;6531;15500;5482;21928;378;82.901160368;2021-12-06@17:08:21
v2.0.8-161-ga788372e;single;178;10000;;19033;6531;15760;5464;21856;398;87.240639421;2021-12-06@17:11:32
v2.0.8-161-ga788372e;single;178;10000;;19033;6531;15612;5481;21924;379;83.040451555;2021-12-06@17:14:42
v2.0.8-161-ga788372e;single;178;10000;;19033;6531;15696;5476;21904;385;84.677077832;2021-12-06@17:17:49
v2.0.8-161-ga788372e;single;178;10000;;19033;6531;15576;5473;21892;387;84.804172913;2021-12-06@17:21:00
v2.0.8-161-ga788372e;single;178;10000;;19033;6531;15804;5479;21916;388;85.163903295;2021-12-06@17:24:09
v2.0.8-161-ga788372e;single;178;10000;;19033;6531;15612;5484;21936;381;83.447983331;2021-12-06@17:27:20
v2.0.8-161-ga788372e;mulimex;178;10000;;19033;6531;420112;2201113;8804452;90;19.734871982;2021-12-06@17:29:24
v2.0.8-161-ga788372e;mulimex;178;10000;;19033;6531;416132;2199642;8798568;91;19.886417571;2021-12-06@17:31:28
v2.0.8-161-ga788372e;mulimex;178;10000;;19033;6531;419452;2200580;8802320;91;19.890319401;2021-12-06@17:33:33
v2.0.8-161-ga788372e;mulimex;178;10000;;19033;6531;414268;2199304;8797216;91;19.893538266;2021-12-06@17:46:46
v2.0.8-161-ga788372e;mulimex;178;10000;;19033;6531;414816;2199111;8796444;91;19.908762754;2021-12-06@17:48:53
v2.0.8-161-ga788372e;mulimex;178;10000;;19033;6531;413064;2199621;8798484;92;20.170746382;2021-12-06@17:51:06
v2.0.8-161-ga788372e;mulimex;178;10000;;19033;6531;416784;2199609;8798436;91;19.914442486;2021-12-06@17:53:12
v2.0.8-161-ga788372e;mulimex;178;10000;;19033;6531;414452;2200847;8803388;91;19.897780806;2021-12-06@17:55:19
v2.0.8-161-ga788372e;multi;316;10000;;19553;6638;473272;2217524;8870096;160;35.109724230;2021-12-06@17:58:43
v2.0.8-161-ga788372e;multi;316;10000;;19553;6638;489336;2216918;8867672;160;35.036585681;2021-12-06@18:02:37
v2.0.8-161-ga788372e;multi;316;10000;;19553;6638;499536;2219768;8879072;166;36.453827085;2021-12-06@18:06:33
v2.0.8-163-ge813cd67;multi;316;10000;;19553;6638;486876;2217561;8870244;165;36.219933598;2021-12-06@18:10:27
v2.0.8-163-ge813cd67;multi;316;10000;;19553;6638;492756;2219329;8877316;168;36.803414011;2021-12-06@18:14:27
v2.0.8-163-ge813cd67;multi;316;10000;;19553;6638;484292;2217366;8869464;167;36.641744843;2021-12-06@18:18:42
v2.0.8-163-ge813cd67;multi;316;10000;;19553;6638;499180;2219884;8879536;166;36.367060291;2021-12-06@18:22:38
v2.0.8-163-ge813cd67;multi;316;10000;;19553;6638;491808;2220103;8880412;166;36.263668177;2021-12-06@18:26:35
v2.0.8-163-ge813cd67;imex;316;10000;;19553;6638;284668;82254;329016;739;162.528245515;2021-12-06@18:33:29
v2.0.8-163-ge813cd67;imex;316;10000;;19553;6638;294544;84701;338804;729;160.674302810;2021-12-06@18:39:20
v2.0.8-163-ge813cd67;imex;316;10000;;19553;6638;285424;82451;329804;785;172.657519651;2021-12-06@18:45:21
v2.0.8-163-ge813cd67;imex;316;10000;;19553;6638;294592;84674;338696;734;161.864779166;2021-12-06@18:51:13
v2.0.8-163-ge813cd67;imex;316;10000;;19553;6638;283944;82114;328456;731;161.452744341;2021-12-06@18:57:03
v2.0.8-163-ge813cd67;imex;316;10000;;19553;6638;284620;82202;328808;726;159.871484038;2021-12-06@19:02:50
v2.0.8-163-ge813cd67;imex;316;10000;;19553;6638;288772;83257;333028;747;164.672569104;2021-12-06@19:08:43
v2.0.8-163-ge813cd67;imex;316;10000;;19553;6638;289132;83339;333356;723;159.327889660;2021-12-06@19:14:28
v2.0.8-163-ge813cd67;single;316;10000;;19553;6638;21032;6826;27304;799;176.389544066;2021-12-06@19:20:35
v2.0.8-163-ge813cd67;single;316;10000;;19553;6638;21096;6802;27208;771;170.469001660;2021-12-06@19:26:40
v2.0.8-163-ge813cd67;single;316;10000;;19553;6638;21228;6838;27352;771;170.445679124;2021-12-06@19:32:48
v2.0.8-163-ge813cd67;single;316;10000;;19553;6638;20984;6789;27156;782;173.457854715;2021-12-06@19:38:50
v2.0.8-163-ge813cd67;single;316;10000;;19553;6638;21096;6831;27324;781;172.483058648;2021-12-06@19:44:54
v2.0.8-163-ge813cd67;single;316;10000;;19553;6638;20852;6799;27196;775;170.973709728;2021-12-06@19:50:55
v2.0.8-163-ge813cd67;single;316;10000;;19553;6638;21016;6810;27240;767;169.147439080;2021-12-06@19:56:53
v2.0.8-163-ge813cd67;single;316;10000;;19553;6638;21044;6811;27244;782;172.726994658;2021-12-06@20:02:55
v2.0.8-163-ge813cd67;mulimex;316;10000;;19553;6638;747296;2293442;9173768;177;38.934544160;2021-12-06@20:06:41
v2.0.8-163-ge813cd67;mulimex;316;10000;;19553;6638;748264;2294413;9177652;178;39.279433773;2021-12-06@20:07:22
v2.0.8-163-ge813cd67;mulimex;316;10000;;19553;6638;740736;2292451;9169804;181;39.838252438;2021-12-06@20:08:03
v2.0.8-163-ge813cd67;mulimex;316;10000;;19553;6638;742224;2292343;9169372;182;40.215076390;2021-12-06@20:08:45
v2.0.8-163-ge813cd67;mulimex;316;10000;;19553;6638;740520;2291831;9167324;181;39.731890394;2021-12-06@20:09:26
v2.0.8-163-ge813cd67;mulimex;316;10000;;19553;6638;734676;2290626;9162504;179;39.293273175;2021-12-06@20:10:07
v2.0.8-163-ge813cd67;mulimex;316;10000;;19553;6638;753600;2294869;9179476;181;39.738133835;2021-12-06@20:10:49
v2.0.8-163-ge813cd67;mulimex;316;10000;;19553;6638;741224;2292737;9170948;183;40.225612561;2021-12-06@20:11:30
v2.0.8-163-ge813cd67;multi;10;17783;;29952;12293;43220;192073;768292;16;3.501894537;2021-12-06@20:13:05
v2.0.8-163-ge813cd67;multi;10;17783;;29952;12293;43196;192024;768096;18;3.930211244;2021-12-06@20:13:11
v2.0.8-163-ge813cd67;multi;10;17783;;29952;12293;43300;192041;768164;19;4.153959610;2021-12-06@20:13:16
v2.0.8-163-ge813cd67;multi;10;17783;;29952;12293;43332;192050;768200;19;4.154886280;2021-12-06@20:13:22
v2.0.8-163-ge813cd67;multi;10;17783;;29952;12293;43324;192054;768216;19;4.156487913;2021-12-06@20:13:28
